,Unnamed: 0,plot_ID_from_plot,farm_ID,Object.state,Status,Accuracy,collection_date_from_plot,plot_number,plot_owner,plot_area,plot_boundary,plot_lat_long,plot_soil_type,plot_soil_color,plot_soil_quality,plot_topography,season_ID,plot_ID_from_season,validation,collection_date_from_season,farmed_season1,plot_number_season1,crop_grown_season1,secondary_crop_grown_season1,reason_for_crop_season1,production_season1,labor_type_season1,hired_labor_days_season1,hired_labor_cost_season1,tractor_season1,combine_season1,baler_season1,tiller_season1,seed_drill_season1,van_season1,motor_pump_season1,weeder_season1,sprayer_season1,harrow_season1,cart_season1,plow_season1,other_equipment_season1,used_animal_season1,animal_type_season1,secondary_animal_type_season1,labor_soil_preparation_season1,harrowing_season1,sowing_date_season1,seed_variety_season1,reason_for_seed_variety_season1,row_spacing_season1,seed_amount_season1,num_seeds_per_hole_season1,seed_cost_season1,weed_season1,weed_method_season1,ridging_season1,other_management_season1,used_fertilizer_season1,fertilizer_num_sacks_season1,fertilizer_type_season1,fertilizer_formula_season1,fertilizer_amount_season1,insecticide_season1,insecticide_brand_season1,fungicide_season1,fungicide_brand_season1,herbicide_season1,herbicide_brand_season1,harvest_date_season1,harvest_duration_season1,harvest_num_sacks_season1,kg_per_sack_season1,storage_place_season1,secondary_storage_place_season1,harvest_sold_season1,harvest_sold_place_season1,selling_date_season1,selling_duration_season1,plot_insurance_season1,insurance_premium_season1,insurance_compensation_season1,insurance_compensation_amount_season1,insurance_satisfaction_season1,farmed_season2,plot_number_season2,crop_grown_season2,reason_for_crop_season2,plot_insurance_season2,area_sown_season2,first_rainfall_date_season2,sowing_date_season2,seed_amount_demanded_season2,seed_amount_received_season2,seed_value_season2,seed_variety_season2,seed_provider_season2,seed_payment_method_season2,fertilizer1_application_season2,fertilizer1_type_season2,fertilizer1_why_not_applied_season2,fertilizer1_date_season2,fertilizer1_type_season2.1,fertilizer1_amount_season2,fertilizer1_cost_season2,fertilizer2_application_season2,fertilizer2_date_season2,fertilizer2_type_season2,fertilizer2_amount_season2,fertilize2_cost_season2,used_other_inputs_season2,other_inputs_type_season2,received_credit_season2,credit_amount_demanded_season2,credit_amount_received_season2,credit_source_season2,interest_rate_season2,farmed_dry_season,crop_grown_dry_season,fertilizer_type_dry_season,irrigation_method_dry_season,irrigation_cost_dry_season,irrigation_source_dry_season
1742,1742,7244,3833,Validated,Enable,2,10/27/16 15:45,1,family,0.3,2568,-14.875211899802 | 16.627560681703,Autres,yellow,good,flat,6634,7244,validated,10/27/16 15:46,yes,1,irrigated_rice,,all_three,3,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/15/16,certified,,0,120,0,325,no,,yes,,yes,2,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/16/16,12,8,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
1743,1743,7245,4637,Validated,Enable,2,10/27/16 15:41,4,owned,0.12,1105,-14.875014217593 | 16.627440386926,Autres,yellow,good,flat,6635,7245,validated,10/27/16 15:43,no,,,,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1744,1744,7246,4245,Validated,Enable,1,10/27/16 15:36,3,family,0.12,1151,-14.874810053571 | 16.627489115626,Autres,yellow,good,flat,6636,7246,validated,10/27/16 15:38,yes,2,irrigated_rice,,all_three,2,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/11/16,certified,,0,120,0,325,no,,yes,,yes,4,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/15/16,10,10,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
1745,1745,7247,4243,Validated,Enable,2,10/25/16 21:45,2,owned,0.2,1917,-14.874892968915 | 16.628174821066,Autres,brown,good,flat,6637,7247,validated,10/25/16 21:46,yes,"2,3",irrigated_rice,,all_three,3,gifted,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/11/16,certified,,0,120,0,325,no,,yes,,yes,4,DAP/Urea,18.46.00,500,no,,no,,yes,propanil,8/13/16,14,60,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1746,1746,7248,4268,Validated,Enable,2,10/22/16 14:54,1,family,0.2,1912,-14.87468317791 | 16.628112967027,Autres,gray,good,flat,6638,7248,validated,10/22/16 14:55,yes,2,irrigated_rice,,all_three,1,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/17/16,certified,,0,120,0,325,no,,yes,,yes,2,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/18/16,9,20,65,silo,,0,,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1747,1747,7249,7366,Validated,Enable,2,10/26/16 10:36,4,family,0.2,2556,-14.874422167657 | 16.62810231395,Autres,brown,good,flat,6639,7249,validated,10/27/16 18:04,yes,"2,5,1",irrigated_rice,,all_three,6,gifted,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/6/16,certified,,0,120,0,325,no,,,,yes,6,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/8/16,20,50,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1748,1748,7250,4926,Validated,Enable,2,10/29/16 22:27,2,owned,0.15,1447,-14.874551540673 | 16.627405667184,Autres,brown,good,flat,6640,7250,validated,10/27/16 12:19,yes,"1,2",irrigated_rice,,,7,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/13/16,certified,,0,120,0,325,no,,yes,,yes,8,DAP/Urea,Uree+18.46.00,500,no,,no,,yes,Propanil,8/8/16,11,0,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,irrigated_rice,DAP/Urea,,0,river
1749,1749,7251,4267,Validated,Enable,2,10/29/16 22:30,4,family,0.15,1227,-14.874303668321 | 16.627433603387,Autres,brown,good,flat,6641,7251,validated,10/25/16 21:08,yes,6,irrigated_rice,,all_three,1,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/19/16,certified,,0,120,0,325,no,,no,,yes,4,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/21/16,10,20,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1750,1750,7252,6109,Validated,Enable,2,10/29/16 22:33,1,family,0.15,1477,-14.87407 | 16.62839,Autres,brown,good,flat,6642,7252,validated,10/27/16 11:35,yes,"2,1",irrigated_rice,,all_three,6,gifted,0,0,yes,no,yes,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/9/16,certified,,0,120,0,325,no,,yes,,yes,7,DAP/Urea,18.46.00,500,no,,no,,yes,Propanil,4/8/16,10,120,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1751,1751,7253,4473,Validated,Enable,2,10/27/16 15:32,2,owned,0.1,892,-14.87381952844 | 16.625845653434,Autres,yellow,good,flat,6643,7253,validated,10/27/16 15:33,yes,1,irrigated_rice,,all_three,2,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/4/16,certified,,0,120,0,325,no,,yes,,yes,4,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/6/16,12,9,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
1752,1752,7254,4474,Validated,Enable,2,10/27/16 15:27,1,family,0.12,1258,-14.873884013888 | 16.625360949412,Autres,yellow,good,flat,6644,7254,validated,10/27/16 15:28,yes,4,irrigated_rice,,all_three,1,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/8/16,certified,,0,120,0,325,no,,yes,,yes,3,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/13/16,14,10,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
1753,1753,7255,4266,Validated,Enable,2,10/25/16 21:17,3,owned,0.2,2355,-14.874089431877 | 16.625598004541,Autres,brown,good,flat,6645,7255,validated,10/25/16 21:17,no,,,,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1754,1754,7256,4263,Validated,Enable,2,10/27/16 15:24,3,family,0.1,802,-14.874384820436 | 16.625364532392,Autres,yellow,good,flat,6646,7256,validated,10/27/16 15:23,no,,,,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1755,1755,7257,4455,Validated,Enable,2,10/15/16 14:50,2,family,0.15,1536,-14.874586905091 | 16.625482257889,Autres,,good,flat,6647,7257,validated,10/14/16 14:46,yes,"5,1",irrigated_rice,,all_three,3,gifted,0,0,no,no,yes,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,4/5/16,certified,,0,120,0,325,no,,,,yes,4,DAP/Urea,,500,no,,no,,yes,propanil,8/16/16,12,46,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1756,1756,7258,4113,Validated,Enable,2,10/15/16 14:52,2,family,0.2,1992,-14.874665 | 16.62619,Autres,,good,flat,6648,7258,validated,10/27/16 18:43,yes,1.2,irrigated_rice,,all_three,3,gifted,0,0,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,4/11/16,certified,,0,120,0,325,no,,,,yes,5,DAP/Urea,uree+18.46.00,500,no,,no,,yes,Propanil,8/15/16,10,60,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1757,1757,7259,4264,Validated,Enable,2,10/27/16 9:35,2,family,0.1,1140,-14.874516098544 | 16.625970793509,Autres,brown,good,,6649,7259,validated,10/27/16 9:37,yes,1,irrigated_rice,,all_three,2,,0,0,yes,no,no,no,no,no,yes,no,no,no,no,no,,no,,,yes,no,4/13/16,certified,,0,120,0,325,no,,yes,,yes,3,DAP/Urea,Uree+18.46.00,500,no,,no,,yes,Propanil,8/20/16,10,60,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1758,1758,7260,4663,Validated,Enable,2,10/22/16 14:46,3,owned,0.3,2692,-14.875085 | 16.626296666667,Autres,gray,good,flat,6650,7260,validated,10/12/16 18:16,no,,,,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1759,1759,7261,6562,Validated,Enable,2,10/22/16 14:19,4,family,0.3,2543,-14.875291666667 | 16.626345,Autres,gray,good,flat,6651,7261,validated,10/20/16 12:42,no,,,,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1760,1760,7262,4178,Validated,Enable,2,10/19/16 20:57,2,family,0.2,2296,-14.875495884259 | 16.625935932012,Autres,black,good,flat,6652,7262,validated,10/12/16 18:11,no,,,,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1761,1761,7263,5066,Validated,Enable,3,10/12/16 16:40,3,family,0.15,1475,-14.875490568123 | 16.625294267437,,,good,flat,6670,7263,validated,11/2/16 10:40,yes,3.5,irrigated_rice,,all_three,4,gifted,0,0,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,4/17/16,certified,,0,120,0,325,no,,,,yes,6,DAP/Urea,uree+18.46.00,500,no,,no,,yes,"widden ,propanil",8/20/16,15,80,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,0,river
1762,1762,7264,5552,Validated,Enable,2,10/25/16 20:35,4,family,0.12,1237,-14.875560203705 | 16.625005513763,Autres,brown,good,flat,6653,7264,validated,10/25/16 20:36,yes,2,irrigated_rice,,all_three,5,gifted,0,0,yes,no,yes,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/12/16,certified,,0,120,0,325,no,,no,,yes,6,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/19/16,10,100,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1763,1763,7265,4539,Validated,Enable,2,10/26/16 10:34,1,family,0.2,2368,-14.875145549272 | 16.625066169441,Autres,brown,good,flat,6654,7265,validated,11/2/16 12:33,yes,5,irrigated_rice,,all_three,3,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/14/16,certified,,0,120,0,325,no,,yes,,yes,2,DAP/Urea,Uree+18.46.00,500,no,,no,,yes,Propanil,8/15/16,10,0,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1764,1764,7266,7361,Validated,Enable,2,10/26/16 10:14,3,family,0.2,1805,-14.874895645835 | 16.624895733319,Autres,brown,good,flat,6655,7266,validated,10/26/16 14:37,yes,"8,3",irrigated_rice,,all_three,6,gifted,0,0,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,4/17/16,certified,,0,120,0,325,no,,,,yes,10,DAP/Urea,,500,no,,no,,yes,Propanil,8/16/16,12,0,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1765,1765,7267,4461,Validated,Enable,2,10/14/16 14:23,3,owned,0.12,1272,-14.874578333333 | 16.62525,Autres,,good,flat,6656,7267,validated,10/27/16 18:44,yes,"5,1",irrigated_rice,,all_three,5,gifted,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,no,,,no,no,4/7/16,certified,,0,120,0,325,no,,,,yes,8,DAP/Urea,uree+18.46.00,300,no,,no,,yes,Propanil,8/15/16,10,100,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1766,1766,7268,4548,Validated,Enable,2,10/27/16 10:38,4,family,0.12,1243,-14.874089426587 | 16.624778178358,Autres,brown,good,flat,6657,7268,validated,11/2/16 12:28,yes,"1,5",irrigated_rice,,,7,gifted,0,0,yes,no,no,no,no,no,yes,no,no,no,no,no,,no,,,yes,no,4/21/16,certified,,0,120,0,325,no,,,,yes,6,DAP/Urea,18.46.00,500,no,,no,,yes,Propanil,8/23/16,19,65,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
1767,1767,7269,4265,Validated,Enable,2,10/27/16 15:16,3,family,0.1,1114,-14.874253046627 | 16.624914175128,Autres,brown,good,flat,6658,7269,validated,10/27/16 15:18,yes,5,irrigated_rice,,all_three,4,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/3/16,certified,,0,120,0,325,no,,yes,,yes,2,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,8/5/16,10,15,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1768,1768,7270,5592,Validated,Enable,2,10/12/16 19:30,4,family,0,887,-14.874397473214 | 16.624792680107,Autres,,good,flat,6659,7270,validated,11/2/16 10:42,yes,"1,2",irrigated_rice,,all_three,4,gifted,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,no,,,no,no,4/7/16,certified,,0,80,0,325,no,,,,yes,6,DAP/Urea,18.46.00,300,no,,no,,yes,,8/11/16,11,80,65,silo,,0,market,0000-00-00,0,no,10000,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1769,1769,7271,5984,Validated,Enable,2,10/27/16 9:25,2,owned,0.12,1392,-14.874521666667 | 16.624940764068,Autres,brown,good,flat,7717,7271,validated,11/2/16 12:21,yes,1,irrigated_rice,,,1,gifted,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/14/16,,,0,120,0,325,no,,yes,,yes,1,DAP/Urea,Uree,500,no,,no,,yes,Propanil,8/16/16,9,0,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,0,river
1770,1770,7272,4662,Validated,Enable,2,11/2/16 12:34,2,family,0.12,1319,-14.87588317791 | 16.62515448767,Autres,brown,good,flat,6660,7272,validated,11/2/16 12:35,yes,"2,6",irrigated_rice,,all_three,6,gifted,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,0000-00-00,certified,,0,120,0,325,no,,yes,,yes,4,DAP/Urea,uree+18.46.00,500,no,,no,,yes,propanil,0000-00-00,13,160,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1771,1771,7273,5072,Validated,Enable,2,10/26/16 10:11,5,family,0.2,2355,-14.875800937831 | 16.62601447444,Autres,brown,good,flat,6661,7273,validated,10/26/16 10:11,yes,3.2,irrigated_rice,,all_three,5,gifted,0,0,no,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,4/17/16,certified,,0,120,0,325,no,,,,yes,7,DAP/Urea,,500,no,,no,,yes,Propanil,8/19/16,11,0,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1772,1772,7274,4462,Validated,Enable,2,10/27/16 14:56,4,family,0.12,1217,-14.875985573413 | 16.625894437581,Autres,brown,good,flat,6662,7274,validated,11/2/16 12:36,yes,4,irrigated_rice,,all_three,3,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,0000-00-00,certified,,0,120,0,325,no,,yes,,yes,2,DAP/Urea,Uree+18.46.00,500,no,,no,,yes,Propanil,0000-00-00,6,40,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
1773,1773,7275,6192,Validated,Enable,2,10/26/16 10:21,3,family,0.2,2271,-14.876172652779 | 16.626094552156,Autres,brown,good,flat,6668,7275,validated,10/27/16 12:09,yes,8,irrigated_rice,,all_three,3,gifted,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,no,,,no,no,4/11/16,certified,,0,20,0,325,no,,,,yes,2,DAP/Urea,,300,no,,no,,yes,Propanil,8/12/16,12,0,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1774,1774,7276,4978,Validated,Enable,2,10/26/16 10:19,1,owned,0.25,2318,-14.876307395503 | 16.627000863189,Autres,,good,flat,6663,7276,validated,10/26/16 10:19,yes,"1,4",irrigated_rice,,all_three,4,gifted,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,no,,,no,no,4/5/16,certified,,0,50,0,325,no,,,,yes,4,DAP/Urea,,300,no,,no,,yes,Propanil,8/11/16,13,0,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1775,1775,7277,4979,Validated,Enable,2,10/26/16 10:16,3,family,0.2,2193,-14.876035787697 | 16.627013079436,Autres,brown,good,flat,6664,7277,validated,10/26/16 10:17,yes,4,irrigated_rice,,all_three,2,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,no,no,4/11/16,certified,,0,35,0,325,,,,,yes,3,DAP/Urea,,300,no,,no,,yes,Propanil,8/15/16,10,0,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,10/11/16,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1776,1776,7278,4240,Validated,Enable,2,10/26/16 10:08,2,owned,0.2,2046,-14.875831744378 | 16.626944834211,Autres,,good,sloped,6665,7278,validated,10/26/16 10:09,yes,"2,5",irrigated_rice,,all_three,5,gifted,0,0,yes,no,yes,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/13/16,certified,,0,120,0,325,,,yes,,yes,6,DAP/Urea,18.46.00,500,no,,no,,yes,Propanil,8/21/16,17,100,65,silo,,0,market,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
1777,1777,7279,4653,Validated,Enable,2,10/27/16 4:58,4,family,0.2,1983,-14.87559456316 | 16.626932736729,Autres,brown,good,flat,6666,7279,validated,10/27/16 4:59,no,,,,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,60000,river
1778,1778,7280,4120,Validated,Enable,2,10/27/16 14:53,3,owned,0.3,3785,-14.875596666667 | 16.627436666667,Autres,brown,good,flat,6667,7280,validated,10/27/16 14:55,yes,1,irrigated_rice,,all_three,2,gifted,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,,,,yes,no,4/20/16,certified,,0,120,0,325,no,,yes,,yes,3,DAP/Urea,UrÈe+18.46.00,500,no,,no,,yes,Propani,8/24/16,8,0,65,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
