coop_name,coop_size,gender_nanmean,gender_nanmedian,gender_N,age_nanmean,age_nanmedian,age_N,years_farming_nanmean,years_farming_nanmedian,years_farming_N,num_wives_nanmean,num_wives_nanmedian,num_wives_N,wife_trades_nanmean,wife_trades_nanmedian,wife_trades_N,wife_food_crops_nanmean,wife_food_crops_nanmedian,wife_food_crops_N,wife_crafts_nanmean,wife_crafts_nanmedian,wife_crafts_N,num_children_nanmean,num_children_nanmedian,num_children_N,num_young_children_nanmean,num_young_children_nanmedian,num_young_children_N,num_older_children_nanmean,num_older_children_nanmedian,num_older_children_N,num_children_in_school_nanmean,num_children_in_school_nanmedian,num_children_in_school_N,children_working_nanmean,children_working_nanmedian,children_working_N,housing_material_nanmean,housing_material_nanmedian,housing_material_N,access_electricity_nanmean,access_electricity_nanmedian,access_electricity_N,access_drinking_water_nanmean,access_drinking_water_nanmedian,access_drinking_water_N,access_healthcare_nanmean,access_healthcare_nanmedian,access_healthcare_N,wants_credit_nanmean,wants_credit_nanmedian,wants_credit_N,credit_from_coop_nanmean,credit_from_coop_nanmedian,credit_from_coop_N,credit_from_third_party_nanmean,credit_from_third_party_nanmedian,credit_from_third_party_N,credit_from_bank_nanmean,credit_from_bank_nanmedian,credit_from_bank_N,has_loan_nanmean,has_loan_nanmedian,has_loan_N,loan_amount_nanmean,loan_amount_nanmedian,loan_amount_N,loan_rate_nanmean,loan_rate_nanmedian,loan_rate_N,has_bridge_loan_nanmean,has_bridge_loan_nanmedian,has_bridge_loan_N,bridge_loan_amount_nanmean,bridge_loan_amount_nanmedian,bridge_loan_amount_N,pledged_output_nanmean,pledged_output_nanmedian,pledged_output_N,wants_bridge_loan_nanmean,wants_bridge_loan_nanmedian,wants_bridge_loan_N,wants_bridge_loan_amount_nanmean,wants_bridge_loan_amount_nanmedian,wants_bridge_loan_amount_N,input_use_nanmean,input_use_nanmedian,input_use_N,input_cost_nanmean,input_cost_nanmedian,input_cost_N,inputs_useful_nanmean,inputs_useful_nanmedian,inputs_useful_N,interest_use_inputs_nanmean,interest_use_inputs_nanmedian,interest_use_inputs_N,interest_insurance_nanmean,interest_insurance_nanmedian,interest_insurance_N,use_ag_services_nanmean,use_ag_services_nanmedian,use_ag_services_N,ag_services_quality_nanmean,ag_services_quality_nanmedian,ag_services_quality_N,ag_services_frequency_nanmean,ag_services_frequency_nanmedian,ag_services_frequency_N,interest_ag_services_nanmean,interest_ag_services_nanmedian,interest_ag_services_N,last_price_nanmean,last_price_nanmedian,last_price_N,num_plots_nanmean,num_plots_nanmedian,num_plots_N,total_ha_nanmean,total_ha_nanmedian,total_ha_N,fraction_in_school_nanmean,fraction_in_school_nanmedian,fraction_in_school_N,fraction_in_school_binned_nanmean,fraction_in_school_binned_nanmedian,fraction_in_school_binned_N,num_older_children_binned_nanmean,num_older_children_binned_nanmedian,num_older_children_binned_N,num_young_children_binned_nanmean,num_young_children_binned_nanmedian,num_young_children_binned_N,income_nanmean,income_nanmedian,income_N,nonzero_income_nanmean,nonzero_income_nanmedian,nonzero_income_N,income_binned_nanmean,income_binned_nanmedian,income_binned_N,num_plots_binned_nanmean,num_plots_binned_nanmedian,num_plots_binned_N,years_farming_binned_nanmean,years_farming_binned_nanmedian,years_farming_binned_N,age_binned_nanmean,age_binned_nanmedian,age_binned_N,num_children_binned_nanmean,num_children_binned_nanmedian,num_children_binned_N,num_wives_binned_nanmean,num_wives_binned_nanmedian,num_wives_binned_N,education_level_binned_nanmean,education_level_binned_nanmedian,education_level_binned_N,wife_roles_nanmean,wife_roles_nanmedian,wife_roles_N,creditworthy_nanmean,creditworthy_nanmedian,creditworthy_N
Section Villageoise 7,14,0.0,0.0,14.0,39.214285714285715,36.5,14.0,14.5,11.5,14.0,1.0,1.0,14,0.07142857142857142,0,14,0.21428571428571427,0,14,0.0,0,14,3.0714285714285716,3.0,14.0,1.0,1.0,14,1.2857142857142858,0.5,14,1.3571428571428572,0.5,14,1.0,1.0,8.0,1.3571428571428572,1.0,14.0,1.0,1.0,14.0,2.0,2.0,14.0,1.0714285714285714,1.0,14.0,2.7857142857142856,3.0,14.0,0.42857142857142855,0.0,14.0,1.0,1.0,14.0,1.7142857142857142,2.0,14.0,0.8333333333333334,1.0,12.0,388475.0,390000.0,10.0,5.916666666666667,5.0,12.0,12142.857142857143,0.0,14.0,12500.0,0,14,0.5,0.0,14.0,0.8571428571428571,1.0,14.0,85714.28571428571,90000.0,14.0,3.857142857142857,4.0,14.0,31369.285714285714,0.0,14.0,1.3571428571428572,1.0,14.0,1.3571428571428572,1.0,14.0,1.4285714285714286,1.0,14.0,1.2857142857142858,1.0,14.0,1.0714285714285714,1.0,14.0,3.769230769230769,4.0,13.0,1.3571428571428572,1.0,14.0,117.35714285714286,109.0,14.0,3.2857142857142856,3.0,14.0,1.3376923076923077,1.0,13.0,0.39924242424242423,0.5,11.0,1.6363636363636365,2.0,11.0,0.5714285714285714,0.5,14.0,0.5714285714285714,1.0,14.0,248500.0,212500.0,14.0,267615.3846153846,250000.0,13.0,1.7142857142857142,2.0,14.0,1.0714285714285714,1.0,14.0,1.0714285714285714,1.0,14.0,1.5,1.0,14.0,0.42857142857142855,0.0,14.0,0.9285714285714286,1.0,14.0,0.7857142857142857,1.0,14.0,0.36363636363636365,0.0,11.0,1.0,1.0,10.0
Section Villageoise 11,33,0.5454545454545454,1.0,33.0,37.303030303030305,33.0,33.0,8.393939393939394,8.0,33.0,0.15151515151515152,0.0,33,0.06060606060606061,0,33,0.06060606060606061,0,33,0.0,0,33,1.8181818181818181,1.0,33.0,0.6363636363636364,0.0,33,0.6666666666666666,0.0,33,0.7575757575757576,0.0,33,0.3684210526315789,0.0,19.0,1.4545454545454546,1.0,33.0,0.9696969696969697,1.0,33.0,2.0,2.0,33.0,1.0909090909090908,1.0,33.0,2.90625,3.0,32.0,0.46875,0.0,32.0,0.8125,1.0,32.0,1.21875,1.0,32.0,0.96875,1.0,32.0,339125.0,275000.0,30.0,5.65625,5.0,32.0,3030.3030303030305,0.0,33.0,1818.1818181818182,0,33,0.71875,0.0,32.0,0.625,1.0,32.0,69091.15151515152,75000.0,33.0,3.96875,4.0,32.0,49799.030303030304,48580.0,33.0,1.375,1.0,32.0,1.40625,1.0,32.0,1.5,1.5,32.0,1.064516129032258,1.0,31.0,1.064516129032258,1.0,31.0,3.96875,4.0,32.0,1.34375,1.0,32.0,116.15151515151516,109.0,33.0,2.90625,2.0,32.0,0.9973333333333334,0.8,30.0,0.37142857142857144,0.4,17.0,1.588235294117647,2.0,17.0,0.30303030303030304,0.0,33.0,0.36363636363636365,0.0,33.0,270484.8484848485,200000.0,33.0,307793.1034482759,250000.0,29.0,1.7878787878787878,2.0,33.0,0.84375,1.0,32.0,0.3333333333333333,0.0,33.0,1.2727272727272727,1.0,33.0,0.2727272727272727,0.0,33.0,0.15151515151515152,0.0,33.0,0.625,1.0,32.0,0.8,1.0,5.0,1.0,1.0,31.0
Section Villageoise 2,47,0.10638297872340426,0.0,47.0,46.108695652173914,46.5,46.0,20.893617021276597,22.0,47.0,1.0212765957446808,1.0,47,0.0425531914893617,0,47,0.10638297872340426,0,47,0.0,0,47,4.9361702127659575,5.0,47.0,1.0425531914893618,1.0,47,2.4468085106382977,2.0,47,2.3404255319148937,2.0,47,1.0227272727272727,1.0,44.0,1.9148936170212767,2.0,47.0,0.9361702127659575,1.0,47.0,2.0,2.0,47.0,1.0638297872340425,1.0,47.0,3.234042553191489,3.0,47.0,1.0,1.0,47.0,0.9148936170212766,1.0,47.0,1.872340425531915,2.0,47.0,0.9574468085106383,1.0,47.0,364500.0,375000.0,44.0,7.022222222222222,7.0,45.0,102659.5744680851,75000.0,47.0,102585.10638297872,75000,47,0.02127659574468085,0.0,47.0,0.06382978723404255,0.0,47.0,3117.021276595745,0.0,47.0,3.9574468085106385,4.0,47.0,70792.87234042553,74390.0,47.0,1.9148936170212767,2.0,47.0,1.9787234042553192,2.0,47.0,1.0425531914893618,2.0,47.0,1.0212765957446808,1.0,47.0,1.446808510638298,1.0,47.0,2.617021276595745,2.0,47.0,0.7659574468085106,0.0,47.0,120.40425531914893,125.0,47.0,3.2127659574468086,3.0,47.0,1.934782608695652,1.75,46.0,0.4440050690050691,0.42857142857142855,39.0,1.794871794871795,2.0,39.0,0.8723404255319149,1.0,47.0,0.5957446808510638,1.0,47.0,228152.1739130435,200000.0,46.0,255975.60975609755,200000.0,41.0,1.565217391304348,2.0,46.0,1.148936170212766,1.0,47.0,1.7659574468085106,2.0,47.0,2.0652173913043477,2.0,46.0,0.8723404255319149,1.0,47.0,0.9574468085106383,1.0,47.0,0.3404255319148936,0.0,47.0,0.20588235294117646,0.0,34.0,0.9782608695652174,1.0,46.0
Section Villageoise 3,40,0.2,0.0,40.0,44.12820512820513,45.0,39.0,19.45,20.0,40.0,0.8,1.0,40,0.0,0,40,0.025,0,40,0.0,0,40,4.15,3.5,40.0,0.725,0.0,40,1.575,1.0,40,2.1,1.0,40,1.2058823529411764,1.0,34.0,1.9210526315789473,2.0,38.0,0.9230769230769231,1.0,39.0,2.0,2.0,39.0,0.9743589743589743,1.0,39.0,3.282051282051282,3.0,39.0,0.9743589743589743,1.0,39.0,0.717948717948718,1.0,39.0,1.8974358974358974,2.0,39.0,0.925,1.0,40.0,358965.27777777775,375000.0,36.0,6.4324324324324325,7.0,37.0,85912.5,72500.0,40.0,82162.5,70000,40,0.0,0.0,39.0,0.10256410256410256,0.0,39.0,16000.0,0.0,40.0,4.0,4.0,39.0,64809.625,74390.0,40.0,1.8974358974358974,2.0,39.0,1.8974358974358974,2.0,39.0,0.2564102564102564,0.0,39.0,1.0,1.0,39.0,1.0512820512820513,1.0,39.0,2.0256410256410255,2.0,39.0,0.2564102564102564,0.0,39.0,113.975,125.0,40.0,2.6153846153846154,2.0,39.0,1.70475,1.31,40.0,0.41303932178932173,0.4772727272727273,30.0,1.7666666666666666,2.0,30.0,0.65,1.0,40.0,0.45,0.0,40.0,124902.0,112500.0,40.0,151396.36363636365,150000.0,33.0,1.025,1.0,40.0,0.9743589743589743,1.0,39.0,1.55,2.0,40.0,1.9230769230769231,2.0,39.0,0.675,0.5,40.0,0.8,1.0,40.0,0.46153846153846156,0.0,39.0,0.041666666666666664,0.0,24.0,0.9736842105263158,1.0,38.0
Section Villageoise 6,22,0.13636363636363635,0.0,22.0,47.09090909090909,49.0,22.0,18.095238095238095,20.0,21.0,1.0,1.0,22,0.0,0,22,0.18181818181818182,0,22,0.0,0,22,5.7272727272727275,6.0,22.0,1.1363636363636365,1.0,22,2.909090909090909,3.0,22,2.6363636363636362,2.0,22,1.7619047619047619,1.0,21.0,1.9545454545454546,2.0,22.0,0.9090909090909091,1.0,22.0,2.0,2.0,22.0,1.0454545454545454,1.0,22.0,3.1818181818181817,3.0,22.0,0.9090909090909091,1.0,22.0,0.8636363636363636,1.0,22.0,1.9545454545454546,2.0,22.0,1.0,1.0,22.0,373272.7272727273,375000.0,22.0,6.636363636363637,7.0,22.0,89318.18181818182,75000.0,22.0,89318.18181818182,75000,22,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,4.0,4.0,22.0,71409.09090909091,74390.0,22.0,2.0,2.0,22.0,2.0,2.0,22.0,0.09523809523809523,0.0,21.0,1.0,1.0,22.0,1.1818181818181819,1.0,22.0,1.5909090909090908,1.0,22.0,0.09090909090909091,0.0,22.0,125.0,125.0,22.0,2.6818181818181817,2.0,22.0,2.0104545454545457,2.0300000000000002,22.0,0.40668247096818533,0.42857142857142855,21.0,1.6666666666666667,2.0,21.0,1.0,1.0,22.0,0.6818181818181818,1.0,22.0,165909.0909090909,150000.0,22.0,182500.0,175000.0,20.0,1.4090909090909092,1.0,22.0,1.1363636363636365,1.0,22.0,1.619047619047619,2.0,21.0,2.272727272727273,2.5,22.0,1.0,1.0,22.0,1.0,1.0,22.0,0.4090909090909091,0.0,22.0,0.2222222222222222,0.0,18.0,1.0,1.0,22.0
Section V 9,4,0.0,0.0,4.0,48.25,52.5,4.0,17.75,19.5,4.0,1.0,1.0,4,0.0,0,4,0.25,0,4,0.0,0,4,5.25,5.5,4.0,1.5,1.5,4,3.0,3.5,4,3.0,3.5,4,0.5,0.5,4.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,3.25,3.0,4.0,0.75,1.0,4.0,0.5,0.5,4.0,2.0,2.0,4.0,1.0,1.0,4.0,374500.0,375000.0,4.0,6.25,6.5,4.0,25000.0,0.0,4.0,25000.0,0,4,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,60197.5,74390.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,0.5,0.0,4.0,1.0,1.0,4.0,1.25,1.0,4.0,2.0,2.0,4.0,0.5,0.0,4.0,112.5,112.5,4.0,3.25,3.5,4.0,1.4274999999999998,1.105,4.0,0.4833333333333334,0.55,4.0,2.0,2.5,4.0,1.0,1.0,4.0,1.0,1.0,4.0,80000.0,100000.0,4.0,106666.66666666667,100000.0,3.0,0.75,1.0,4.0,1.25,1.5,4.0,1.75,2.0,4.0,2.5,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,0.25,0.0,4.0,0.25,0.0,4.0,1.0,1.0,4.0
GIE DISSO,25,0.2,0.0,25.0,43.08,44.0,25.0,15.4,19.0,25.0,0.64,1.0,25,0.04,0,25,0.04,0,25,0.0,0,25,3.2,3.0,25.0,0.64,0.0,25,1.28,1.0,25,1.6,1.0,25,1.0,1.0,21.0,2.0,2.0,25.0,0.84,1.0,25.0,2.0,2.0,25.0,1.0,1.0,25.0,3.16,3.0,25.0,0.96,1.0,25.0,0.76,1.0,25.0,1.84,2.0,25.0,0.96,1.0,25.0,343750.0,375000.0,24.0,6.791666666666667,7.0,24.0,70900.0,75000.0,25.0,70900.0,75000,25,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,3.96,4.0,25.0,74390.0,74390.0,25.0,2.0,2.0,25.0,2.0,2.0,25.0,0.0,0.0,25.0,1.0,1.0,25.0,1.0,1.0,25.0,1.76,2.0,25.0,0.08,0.0,25.0,120.0,125.0,25.0,2.4,2.0,25.0,1.4036000000000002,1.36,25.0,0.4406084656084656,0.45,18.0,1.8333333333333333,2.0,18.0,0.6,1.0,25.0,0.48,0.0,25.0,167600.0,200000.0,25.0,199523.80952380953,200000.0,21.0,1.4,2.0,25.0,0.88,1.0,25.0,1.36,2.0,25.0,1.92,2.0,25.0,0.48,0.0,25.0,0.64,1.0,25.0,0.52,1.0,25.0,0.13333333333333333,0.0,15.0,0.96,1.0,25.0
GIE BOKK JIf,20,0.7,1.0,20.0,51.15,50.0,20.0,18.15,20.0,20.0,0.25,0.0,20,0.0,0,20,0.0,0,20,0.0,0,20,4.95,5.0,20.0,0.3,0.0,20,1.6,1.0,20,1.95,2.0,20,0.7,1.0,20.0,2.0,2.0,20.0,0.9,1.0,20.0,2.0,2.0,20.0,0.9,1.0,20.0,3.3,3.0,20.0,0.95,1.0,20.0,0.7,1.0,20.0,1.9,2.0,20.0,0.95,1.0,20.0,376315.7894736842,375000.0,19.0,6.526315789473684,7.0,19.0,28325.0,0.0,20.0,29225.0,0,20,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,4.0,4.0,20.0,89420.5,74390.0,20.0,2.0,2.0,20.0,2.0,2.0,20.0,0.0,0.0,20.0,1.0,1.0,20.0,1.0,1.0,20.0,1.85,2.0,20.0,0.0,0.0,20.0,122.5,125.0,20.0,2.4210526315789473,2.0,19.0,1.7105263157894732,1.9,19.0,0.3696587725999491,0.4,17.0,1.7058823529411764,2.0,17.0,0.65,1.0,20.0,0.25,0.0,20.0,179500.0,87500.0,20.0,224375.0,100000.0,16.0,1.05,1.0,20.0,1.0,1.0,19.0,1.7,2.0,20.0,2.65,3.0,20.0,0.8,1.0,20.0,0.25,0.0,20.0,0.2,0.0,20.0,0.0,0.0,3.0,0.95,1.0,20.0
Sinthiou Diambo,61,0.3770491803278688,0.0,61.0,42.83606557377049,42.0,61.0,14.344262295081966,11.0,61.0,0.6885245901639344,1.0,61,0.11475409836065574,0,61,0.32786885245901637,0,61,0.01639344262295082,0,61,4.35,4.5,60.0,1.4098360655737705,1.0,61,2.4754098360655736,2.0,61,1.7377049180327868,1.0,61,0.5833333333333334,0.0,60.0,1.1,1.0,60.0,0.01639344262295082,0.0,61.0,1.4754098360655739,2.0,61.0,1.0333333333333334,1.0,60.0,3.0327868852459017,3.0,61.0,1.0655737704918034,1.0,61.0,0.21311475409836064,0.0,61.0,0.5409836065573771,1.0,61.0,0.6271186440677966,1.0,59.0,73942.0,55000.0,38.0,7.0,7.0,36.0,819.672131147541,0.0,61.0,819.672131147541,0,61,0.0,0.0,47.0,0.2857142857142857,0.0,49.0,13852.459016393443,0.0,61.0,3.533333333333333,4.0,60.0,66453.47540983607,70000.0,61.0,1.8360655737704918,2.0,61.0,1.819672131147541,2.0,61.0,0.01639344262295082,0.0,61.0,1.0,1.0,60.0,1.540983606557377,2.0,61.0,3.9310344827586206,4.0,58.0,1.4,1.0,60.0,116.22950819672131,125.0,61.0,1.2950819672131149,1.0,61.0,0.22393442622950832,0.22,61.0,0.3660208527855586,0.3333333333333333,51.0,1.5294117647058822,2.0,51.0,0.8688524590163934,1.0,61.0,0.5901639344262295,1.0,61.0,166475.40983606558,155000.0,61.0,184636.36363636365,165000.0,55.0,1.3278688524590163,1.0,61.0,0.2459016393442623,0.0,61.0,1.180327868852459,1.0,61.0,1.8852459016393444,2.0,61.0,0.7333333333333333,1.0,60.0,0.6557377049180327,1.0,61.0,0.3333333333333333,0.0,60.0,0.59375,0.0,32.0,0.6379310344827587,1.0,58.0
Ndiawar 3,43,0.13953488372093023,0.0,43.0,47.627906976744185,48.0,43.0,16.767441860465116,15.0,43.0,1.1627906976744187,1.0,43,0.16279069767441862,0,43,0.27906976744186046,0,43,0.0,0,43,5.651162790697675,6.0,43.0,1.6744186046511629,2.0,43,3.6511627906976742,3.0,43,2.186046511627907,2.0,43,0.6511627906976745,0.0,43.0,1.2790697674418605,1.0,43.0,0.13953488372093023,0.0,43.0,1.0,1.0,43.0,1.069767441860465,1.0,43.0,3.0,3.0,43.0,2.0,2.0,43.0,0.3488372093023256,0.0,43.0,0.9534883720930233,1.0,43.0,0.6046511627906976,1.0,43.0,101586.0,104748.0,26.0,7.0,7.0,24.0,1162.7906976744187,0.0,43.0,1162.7906976744187,0,43,0.0,0.0,26.0,0.36,0.0,25.0,12906.976744186046,0.0,43.0,3.0,3.0,43.0,97776.6511627907,103718.0,43.0,1.9534883720930232,2.0,43.0,1.8571428571428572,2.0,42.0,0.3953488372093023,0.0,43.0,1.0,1.0,43.0,1.6511627906976745,2.0,43.0,4.0,4.0,39.0,1.627906976744186,2.0,43.0,122.20930232558139,125.0,43.0,1.069767441860465,1.0,43.0,0.383953488372093,0.36,43.0,0.3347434408410019,0.3333333333333333,41.0,1.4390243902439024,2.0,41.0,1.186046511627907,1.0,43.0,0.6976744186046512,1.0,43.0,183953.48837209304,175000.0,43.0,183953.48837209304,175000.0,43.0,1.5116279069767442,2.0,43.0,0.046511627906976744,0.0,43.0,1.2325581395348837,1.0,43.0,2.302325581395349,2.0,43.0,0.9302325581395349,1.0,43.0,1.069767441860465,1.0,43.0,0.16279069767441862,0.0,43.0,0.4594594594594595,0.0,37.0,0.6046511627906976,1.0,43.0
Ndiawar 6,16,0.0625,0.0,16.0,43.25,43.0,16.0,15.9375,15.0,16.0,0.875,1.0,16,0.125,0,16,0.1875,0,16,0.0,0,16,4.25,3.5,16.0,2.25,1.5,16,2.1875,1.0,16,1.3125,1.0,16,1.0,0.0,14.0,1.375,1.0,16.0,0.0625,0.0,16.0,1.0,1.0,16.0,1.0625,1.0,16.0,2.9375,3.0,16.0,2.0,2.0,16.0,0.4375,0.0,16.0,0.35714285714285715,0.0,14.0,0.1875,0.0,16.0,92875.0,92875.0,3.0,7.0,7.0,3.0,0.0,0.0,16.0,0.0,0,16,0.0,0.0,12.0,0.16666666666666666,0.0,12.0,6250.0,0.0,16.0,3.0,3.0,16.0,86648.4375,92875.0,16.0,1.875,2.0,16.0,2.0,2.0,16.0,0.125,0.0,16.0,1.0,1.0,16.0,1.75,2.0,16.0,3.8666666666666667,4.0,15.0,1.5,1.5,16.0,125.0,125.0,16.0,1.0,1.0,16.0,0.3662500000000001,0.36,16.0,0.3455128205128205,0.3333333333333333,13.0,1.4615384615384615,2.0,13.0,0.625,0.5,16.0,0.8125,1.0,16.0,158437.5,160000.0,16.0,158437.5,160000.0,16.0,1.4375,1.0,16.0,0.0,0.0,16.0,1.25,1.0,16.0,1.875,2.0,16.0,0.8125,0.5,16.0,0.875,1.0,16.0,0.125,0.0,16.0,0.3333333333333333,0.0,12.0,0.21428571428571427,0.0,14.0
Ndiawar 5,16,0.0,0.0,16.0,45.5625,50.5,16.0,17.875,20.0,16.0,1.25,1.0,16,0.0625,0,16,0.25,0,16,0.0,0,16,5.1875,5.5,16.0,1.8125,2.0,16,3.5625,4.0,16,1.625,2.0,16,1.25,0.5,16.0,1.4375,1.0,16.0,0.1875,0.0,16.0,1.0,1.0,16.0,1.0,1.0,16.0,3.0,3.0,16.0,1.375,1.0,16.0,0.5,0.5,16.0,0.5625,1.0,16.0,0.3125,0.0,16.0,90000.0,100000.0,5.0,7.0,7.0,5.0,3125.0,0.0,16.0,3125.0,0,16,0.0,0.0,15.0,0.3333333333333333,0.0,15.0,25000.0,0.0,16.0,3.125,3.0,16.0,101946.875,80000.0,16.0,1.875,2.0,16.0,1.8125,2.0,16.0,0.125,0.0,16.0,1.0,1.0,16.0,1.625,2.0,16.0,3.9285714285714284,4.0,14.0,1.1875,1.0,16.0,125.0,125.0,16.0,1.125,1.0,16.0,0.456875,0.46,16.0,0.33873626373626375,0.3333333333333333,13.0,1.4615384615384615,2.0,13.0,1.125,1.0,16.0,0.625,1.0,16.0,149687.5,157500.0,16.0,159666.66666666666,165000.0,15.0,1.3125,1.0,16.0,0.125,0.0,16.0,1.375,2.0,16.0,2.125,3.0,16.0,0.9375,1.0,16.0,1.25,1.0,16.0,0.125,0.0,16.0,0.35714285714285715,0.0,14.0,0.4166666666666667,0.0,12.0
Ndiawar 1,15,0.13333333333333333,0.0,15.0,50.86666666666667,50.0,15.0,19.466666666666665,15.0,15.0,1.1333333333333333,1.0,15,0.06666666666666667,0,15,0.26666666666666666,0,15,0.0,0,15,4.2,4.0,15.0,2.466666666666667,1.0,15,2.933333333333333,2.0,15,1.4666666666666666,1.0,15,0.4,0.0,15.0,1.2,1.0,15.0,0.06666666666666667,0.0,15.0,1.0,1.0,15.0,1.0,1.0,15.0,3.0,3.0,15.0,1.9333333333333333,2.0,15.0,0.2,0.0,15.0,0.2,0.0,15.0,0.2,0.0,15.0,45000.0,50000.0,3.0,7.0,7.0,3.0,0.0,0.0,15.0,0.0,0,15,0.0,0.0,11.0,0.42857142857142855,0.0,14.0,30000.0,0.0,15.0,3.2,3.0,15.0,97111.66666666667,107000.0,15.0,2.0,2.0,15.0,2.0,2.0,15.0,0.06666666666666667,0.0,15.0,1.0,1.0,15.0,1.6666666666666667,2.0,15.0,3.9285714285714284,4.0,14.0,1.3333333333333333,1.0,15.0,125.0,125.0,15.0,1.0,1.0,15.0,0.45333333333333337,0.46,15.0,0.3245767195767196,0.2222222222222222,15.0,1.2,1.0,15.0,1.0666666666666667,1.0,15.0,0.6666666666666666,1.0,15.0,191866.66666666666,190000.0,15.0,191866.66666666666,190000.0,15.0,1.8,2.0,15.0,0.0,0.0,15.0,1.6666666666666667,1.0,15.0,2.466666666666667,3.0,15.0,0.7333333333333333,1.0,15.0,1.1333333333333333,1.0,15.0,0.07142857142857142,0.0,14.0,0.38461538461538464,0.0,13.0,0.2,0.0,15.0
Ndiawar 2,15,0.13333333333333333,0.0,15.0,42.666666666666664,46.0,15.0,17.4,17.0,15.0,1.0666666666666667,1.0,15,0.13333333333333333,0,15,0.13333333333333333,0,15,0.0,0,15,5.0,5.0,15.0,2.2,2.0,15,2.8,2.0,15,2.2,3.0,15,0.13333333333333333,0.0,15.0,1.3333333333333333,1.0,15.0,0.26666666666666666,0.0,15.0,1.0,1.0,15.0,1.2,1.0,15.0,3.1333333333333333,3.0,15.0,1.9333333333333333,2.0,15.0,0.2,0.0,15.0,0.0,0.0,14.0,0.0,0.0,15.0,,,0.0,,,0.0,0.0,0.0,15.0,0.0,0,15,0.0,0.0,2.0,0.8,1.0,5.0,16666.666666666668,0.0,15.0,3.6,4.0,15.0,99753.5,90484.5,14.0,2.0,2.0,15.0,1.9333333333333333,2.0,15.0,1.0666666666666667,1.0,15.0,1.0,1.0,15.0,1.6666666666666667,2.0,15.0,3.8666666666666667,4.0,15.0,1.7333333333333334,2.0,15.0,125.0,125.0,15.0,1.0,1.0,15.0,0.46,0.46,15.0,0.3982295482295482,0.35714285714285715,13.0,1.6923076923076923,2.0,13.0,0.9333333333333333,1.0,15.0,0.9333333333333333,1.0,15.0,178000.0,165000.0,15.0,178000.0,165000.0,15.0,1.4666666666666666,1.0,15.0,0.0,0.0,15.0,1.4666666666666666,1.0,15.0,1.8,2.0,15.0,0.8,1.0,15.0,1.0666666666666667,1.0,15.0,0.3333333333333333,0.0,15.0,0.25,0.0,12.0,0.0,0.0,14.0
Ndiawar 4,15,0.0,0.0,15.0,51.0,56.0,15.0,19.666666666666668,24.0,15.0,1.4666666666666666,1.0,15,0.13333333333333333,0,15,0.06666666666666667,0,15,0.0,0,15,6.0,6.0,15.0,1.6666666666666667,2.0,15,4.333333333333333,5.0,15,1.8,2.0,15,0.8,1.0,15.0,1.4,1.0,15.0,0.26666666666666666,0.0,15.0,1.0,1.0,15.0,1.0666666666666667,1.0,15.0,3.0,3.0,15.0,1.5333333333333334,2.0,15.0,0.4666666666666667,0.0,15.0,0.0,0.0,11.0,0.0,0.0,15.0,,,0.0,,,0.0,0.0,0.0,15.0,0.0,0,15,0.0,0.0,8.0,0.7,1.0,10.0,28000.0,0.0,15.0,3.1333333333333333,3.0,15.0,89585.0,80825.0,15.0,2.0,2.0,15.0,1.8666666666666667,2.0,15.0,1.0,1.0,15.0,1.0,1.0,15.0,1.3333333333333333,1.0,15.0,4.0,4.0,15.0,1.3333333333333333,1.0,15.0,125.0,125.0,15.0,1.0666666666666667,1.0,15.0,0.38733333333333336,0.37,15.0,0.2804421768707483,0.3333333333333333,14.0,1.3571428571428572,2.0,14.0,1.3333333333333333,2.0,15.0,0.6666666666666666,1.0,15.0,211333.33333333334,240000.0,15.0,211333.33333333334,240000.0,15.0,1.7333333333333334,2.0,15.0,0.06666666666666667,0.0,15.0,1.7333333333333334,2.0,15.0,2.6666666666666665,3.0,15.0,1.0,1.0,15.0,1.4,1.0,15.0,0.0,0.0,15.0,0.21428571428571427,0.0,14.0,0.0,0.0,11.0
