id,village_id,validation_status,accuracy,farmerDate,coop_name,gender,age,years_farming,education_level,num_wives,wife_trades,wife_food_crops,wife_crafts,num_children,num_young_children,num_older_children,num_children_in_school,children_working,income,transportation,housing_material,access_electricity,access_drinking_water,access_healthcare,wants_credit,credit_from_coop,credit_from_third_party,credit_from_bank,loan_amount,loan_rate,has_bridge_loan,bridge_loan_amount,pledged_output,wants_bridge_loan,wants_bridge_loan_amount,input_use,input_cost,inputs_useful,interest_use_inputs,interest_insurance,use_ag_services,ag_services_quality,ag_services_frequency,interest_ag_services,buyer_type,last_price,num_plots,total_ha,main_crop,secondary_crop,has_loan,valid_children,fraction_in_school,coop_id,fraction_in_school_binned,income_binned,num_plots_binned,years_farming_binned,age_binned,num_children_binned,num_older_children_binned,num_young_children_binned,num_wives_binned,education_level_binned,wife_roles,creditworthy,nonzero_income,plot_list
4825,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,74.0,21.0,Non AlphabEtisE,1,0,0,0,8.0,0,3,1,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,124000.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.125,77,1.0,2.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,200000.0,[5089]
4866,565,Validated,5,2016-12-27 13:08:00,GIE Harankobe,1.0,59.0,21.0,Non AlphabEtisE,0,0,0,0,7.0,0,1,3,4.0,350000.0,A pied,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,100000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,0.5,IRice,IRice,0.0,True,0.42857142857142855,77,2.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,,0.0,350000.0,[5091]
4867,565,Validated,4,2016-12-27 13:08:00,GIE Harankobe,0.0,60.0,21.0,AlphabEtisE,1,0,0,0,7.0,1,2,3,4.0,300000.0,A pied,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,800000.0,,400000.0,400000,0.0,1.0,500000.0,4.0,120000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,0.81,IRice,IRice,,True,0.42857142857142855,77,2.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,,300000.0,[5076]
4868,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,1.0,66.0,21.0,Non AlphabEtisE,0,0,0,0,12.0,0,3,5,1.0,250000.0,A pied,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,123000.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.4166666666666667,77,2.0,2.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,,0.0,250000.0,[5239]
4869,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,48.0,21.0,AlphabEtisE,1,0,0,0,5.0,1,4,3,1.0,300000.0,A pied,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,,0.0,0,1.0,0.0,0.0,4.0,124000.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.6,77,3.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,300000.0,[5077]
4870,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,1.0,52.0,21.0,Non AlphabEtisE,0,0,0,0,9.0,0,5,5,1.0,150000.0,A pied,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,2.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.5555555555555556,77,2.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,,0.0,150000.0,[5384]
4871,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,59.0,21.0,Non AlphabEtisE,1,0,0,0,9.0,2,4,2,1.0,400000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,125000.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,market,125.0,2.0,1.84,IRice,IRice,0.0,True,0.2222222222222222,77,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,400000.0,[5591]
4949,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,25.0,21.0,Non AlphabEtisE,0,0,0,0,0.0,0,0,0,0.0,200000.0,A pied,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,0.4,IRice,IRice,0.0,True,,77,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,200000.0,[5078]
4950,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,24.0,6.0,Non AlphabEtisE,0,0,0,0,0.0,0,0,0,1.0,200000.0,A pied,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,2.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,market,125.0,1.0,0.5,IRice,,0.0,True,,77,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,200000.0,[5079]
4951,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,67.0,21.0,Non AlphabEtisE,1,0,0,0,12.0,0,3,6,1.0,400000.0,A pied,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,120000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,0.97,IRice,IRice,0.0,True,0.5,77,2.0,3.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,400000.0,[5080]
4952,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,48.0,21.0,Non AlphabEtisE,1,0,0,0,5.0,0,5,4,1.0,200000.0,A pied,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,130000.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,market,125.0,1.0,1.2,IRice,IRice,0.0,True,0.8,77,3.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,200000.0,[5081]
4953,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,64.0,21.0,Non AlphabEtisE,0,0,0,0,6.0,1,3,4,1.0,200000.0,A pied,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,124000.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,market,125.0,1.0,0.95,IRice,IRice,0.0,True,0.6666666666666666,77,3.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,,0.0,200000.0,[5082]
4954,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,41.0,21.0,Non AlphabEtisE,1,0,0,0,7.0,2,5,0,1.0,300000.0,A pied,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,200000.0,,0.0,0,0.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,,True,0.0,77,0.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,,300000.0,[5083]
4955,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,63.0,21.0,Non AlphabEtisE,1,0,0,0,8.0,3,3,3,1.0,200000.0,A pied,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,,,0.0,0,2.0,0.0,0.0,4.0,120000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.375,77,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,200000.0,[5085]
4956,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,35.0,21.0,Non AlphabEtisE,2,0,0,0,20.0,3,6,6,4.0,300000.0,A pied,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,500000.0,4.0,90000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,0.65,IRice,IRice,0.0,True,0.3,77,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,300000.0,[5086]
4957,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,67.0,21.0,Non AlphabEtisE,1,0,0,0,7.0,0,3,3,4.0,200000.0,A pied,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,120000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,0.9,IRice,IRice,0.0,True,0.42857142857142855,77,2.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,200000.0,[5088]
4958,565,Validated,4,2016-12-27 13:08:00,GIE Harankobe,0.0,63.0,21.0,Non AlphabEtisE,1,0,0,0,12.0,0,6,2,4.0,200000.0,A pied,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,,4.0,130000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.16666666666666666,77,1.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,200000.0,[5382]
4959,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,32.0,21.0,Primaire,0,0,0,0,6.0,0,6,1,0.0,150000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,2.0,1.0,100000.0,4.0,123000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,,1.0,1.0,IRice,IRice,0.0,True,0.16666666666666666,77,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,,0.0,150000.0,[5241]
4960,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,37.0,21.0,Non AlphabEtisE,0,0,0,0,7.0,0,6,7,0.0,150000.0,A pied,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,2.0,1.0,300000.0,4.0,90000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,0.5,IRice,IRice,0.0,True,1.0,77,3.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,150000.0,[5231]
4989,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,44.0,21.0,Non AlphabEtisE,1,0,0,0,7.0,2,5,4,1.0,150000.0,A pied,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,125000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.5714285714285714,77,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,150000.0,[5596]
4990,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,56.0,21.0,Non AlphabEtisE,2,1,0,0,12.0,2,7,4,1.0,200000.0,A pied,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,600000.0,4.0,120000.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.3333333333333333,77,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,200000.0,[5381]
4991,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,1.0,66.0,21.0,Non AlphabEtisE,0,0,0,0,9.0,0,0,3,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,0.6,IRice,IRice,0.0,True,0.3333333333333333,77,2.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,200000.0,[5601]
4992,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,56.0,21.0,Non AlphabEtisE,1,0,0,0,14.0,1,5,5,1.0,200000.0,A pied,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,500000.0,4.0,70000.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,market,125.0,1.0,0.3,IRice,IRice,0.0,True,0.35714285714285715,77,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,200000.0,[5233]
4993,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,46.0,21.0,Non AlphabEtisE,1,0,0,0,4.0,0,3,2,1.0,150000.0,A pied,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,2.0,1.0,200000.0,4.0,124000.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.5,77,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,150000.0,[5594]
5045,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,44.0,21.0,Non AlphabEtisE,1,0,0,0,20.0,5,10,9,1.0,250000.0,,,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,125000.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.45,77,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,250000.0,[5605]
5046,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,74.0,21.0,Non AlphabEtisE,1,0,0,0,6.0,1,3,3,1.0,150000.0,A pied,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,70000.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,market,125.0,1.0,0.4,IRice,IRice,0.0,True,0.5,77,2.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,150000.0,[5706]
5047,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,42.0,21.0,AlphabEtisE,1,0,0,0,3.0,1,2,2,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,1000000.0,4.0,125000.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.6666666666666666,77,3.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,200000.0,[5708]
5048,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,42.0,21.0,Non AlphabEtisE,1,0,0,0,7.0,2,5,0,1.0,150000.0,A pied,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,70000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,0.65,IRice,IRice,0.0,True,0.0,77,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,150000.0,[5999]
5049,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,64.0,21.0,Non AlphabEtisE,0,0,0,0,6.0,0,3,5,1.0,150000.0,A pied,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,,,0.0,0,0.0,0.0,0.0,4.0,60000.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,market,125.0,1.0,0.4,IRice,IRice,0.0,True,0.8333333333333334,77,3.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,,,150000.0,[5998]
5050,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,58.0,21.0,Non AlphabEtisE,1,0,0,0,6.0,0,3,4,1.0,250000.0,A pied,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,500000.0,,0.0,0,0.0,0.0,0.0,4.0,125000.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,market,125.0,1.0,1.0,IRice,IRice,,True,0.6666666666666666,77,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,,250000.0,[5390]
5051,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,27.0,21.0,Primaire,1,0,0,0,1.0,1,0,0,1.0,200000.0,A pied,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,125000.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.0,77,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,200000.0,[5391]
5052,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,67.0,21.0,Non AlphabEtisE,1,0,0,0,7.0,0,3,6,1.0,300000.0,A pied,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,0.5,IRice,IRice,0.0,True,0.8571428571428571,77,3.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,300000.0,[5389]
5053,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,58.0,21.0,AlphabEtisE,2,0,0,0,7.0,0,7,7,4.0,300000.0,A pied,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,124000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,0.96,IRice,IRice,0.0,True,1.0,77,3.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,300000.0,[5383]
5076,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,62.0,21.0,Non AlphabEtisE,1,0,0,0,9.0,0,6,4,4.0,200000.0,A pied,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,500000.0,4.0,125000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.4444444444444444,77,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,200000.0,[5230]
5077,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,23.0,21.0,Non AlphabEtisE,0,0,0,0,7.0,1,2,4,4.0,200000.0,A pied,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,2.0,1.0,300000.0,4.0,90000.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,market,125.0,1.0,0.6,IRice,IRice,0.0,True,0.5714285714285714,77,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,200000.0,[5235]
5078,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,59.0,21.0,Primaire,1,0,0,0,5.0,0,3,5,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,300000.0,4.0,70000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,0.35,IRice,IRice,0.0,True,1.0,77,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,200000.0,[5237]
5079,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,47.0,21.0,Non AlphabEtisE,1,0,0,0,10.0,3,5,6,1.0,300000.0,A pied,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,,4.0,120000.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,market,125.0,1.0,0.92,IRice,IRice,0.0,True,0.6,77,3.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,300000.0,[5243]
5080,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,32.0,21.0,Non AlphabEtisE,1,0,0,0,2.0,0,2,2,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,2.0,0.0,0.0,4.0,125000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,1.0,77,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,200000.0,[5244]
5081,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,64.0,21.0,Non AlphabEtisE,1,0,0,0,10.0,2,3,0,4.0,200000.0,A pied,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,,1.0,500000.0,4.0,130000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.0,77,0.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,200000.0,[5245]
5093,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,70.0,21.0,Non AlphabEtisE,1,0,0,0,9.0,0,3,2,1.0,150000.0,A pied,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,126000.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.2222222222222222,77,1.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,150000.0,[5387]
5094,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,43.0,21.0,Non AlphabEtisE,0,0,0,0,7.0,1,6,5,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,1.0,500000.0,4.0,130000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.7142857142857143,77,3.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,,0.0,200000.0,[5592]
5152,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,1.0,47.0,21.0,Non AlphabEtisE,0,0,0,0,4.0,0,4,4,1.0,150000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,2.0,0.0,0.0,4.0,125000.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,1.0,77,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,150000.0,[5604]
5153,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,28.0,21.0,AlphabEtisE,0,0,0,0,2.0,1,1,1,0.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,2.0,0.0,0.0,4.0,130000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.5,77,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,200000.0,[5696]
5154,565,Validated,3,2016-12-27 13:08:00,GIE Harankobe,0.0,53.0,21.0,Non AlphabEtisE,2,0,0,0,8.0,1,7,4,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,0.6,IRice,IRice,0.0,True,0.5,77,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,200000.0,[7164]
5155,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,70.0,21.0,Non AlphabEtisE,3,0,0,0,16.0,4,7,10,4.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,120000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.625,77,3.0,2.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,200000.0,[5705]
5168,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,60.0,21.0,AlphabEtisE,0,0,0,0,3.0,0,3,3,1.0,200000.0,A pied,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,market,125.0,1.0,0.6,IRice,IRice,0.0,True,1.0,77,3.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,200000.0,[5603]
5169,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,98.0,21.0,AlphabEtisE,1,0,0,0,8.0,3,2,4,1.0,250000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,124.0,1.0,0.6,IRice,IRice,0.0,True,0.5,77,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,250000.0,[5600]
5170,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,43.0,21.0,AlphabEtisE,0,0,0,0,7.0,2,4,4,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,90000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,0.45,IRice,IRice,0.0,True,0.5714285714285714,77,3.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,200000.0,[5699]
5171,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,1.0,36.0,21.0,AlphabEtisE,0,0,0,0,6.0,2,4,3,1.0,200000.0,A pied,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,80000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,0.42,IRice,IRice,0.0,True,0.5,77,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,200000.0,[5698]
5172,565,Validated,2,2016-12-27 13:08:00,GIE Harankobe,0.0,40.0,21.0,Non AlphabEtisE,1,0,0,0,7.0,2,3,3,1.0,300000.0,A pied,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,4.0,130000.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,market,125.0,1.0,1.0,IRice,IRice,0.0,True,0.42857142857142855,77,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,300000.0,[5598]
